2024-11-20 12:05:50,An,1,1
2024-11-20 12:07:55,An,2,1
2024-11-20 12:09:36,An,3,1
2024-11-20 12:11:15,An,3,1
2024-11-20 12:12:50,An,3,1
2024-11-20 12:14:32,C,1,1
2024-11-20 12:16:10,An,3,1
2024-11-20 12:47:56,As,1,1
2024-11-20 12:51:30,C,1,1
2024-11-20 12:54:14,As,1,1
2024-11-20 12:56:55,As,1,1
2024-11-20 12:59:40,As,1,1
2024-11-20 13:02:35,C,1,1
2024-11-20 13:05:15,As,3,1
2024-11-20 13:07:55,An,2,1
2024-11-20 13:10:36,An,2,1
2024-11-20 13:13:16,An,2,1
2024-11-20 13:15:58,An,3,1
2024-11-20 13:18:39,Bs,3,1
2024-11-20 13:21:28,Bs,3,1
2024-11-20 13:24:08,As,3,1
2024-11-20 13:26:49,As,3,1
2024-11-20 13:29:29,As,3,1
2024-11-20 13:32:10,As,3,1
2024-11-20 13:34:58,As,3,1
2024-11-20 13:37:42,Bs,3,1
2024-11-20 14:04:18,An,1,1
2024-11-20 14:07:08,An,3,1
2024-11-20 14:09:48,An,2,1
2024-11-20 14:12:32,An,2,1
2024-11-20 14:14:47,An,2,1
